price      , date          , volume
KLSE: MQTECH,MYR RM0.35,"Jul 15, 2022",63M
KLSE: MQTECH,MYR RM0.35,"Jul 15, 2022",63M
KLSE: MQTECH,MYR RM0.35,"Jul 15, 2022",63M
KLSE: MQTECH,MYR RM0.35,"Jul 22, 2022",61M
KLSE: MQTECH,MYR RM0.35,"Jul 22, 2022",61M
KLSE: MQTECH,MYR RM0.35,"Jul 29, 2022",51M
KLSE: MQTECH,MYR RM0.35,"Jul 29, 2022",51M
KLSE: MQTECH,MYR RM0.40,"Aug 5, 2022",85M
KLSE: MQTECH,MYR RM0.40,"Aug 5, 2022",85M
KLSE: MQTECH,MYR RM0.40,"Aug 5, 2022",85M
KLSE: MQTECH,MYR RM0.35,"Aug 12, 2022",53M
KLSE: MQTECH,MYR RM0.35,"Aug 12, 2022",53M
KLSE: MQTECH,MYR RM0.35,"Aug 19, 2022",11M
KLSE: MQTECH,MYR RM0.35,"Aug 19, 2022",11M
KLSE: MQTECH,MYR RM0.35,"Aug 26, 2022",90M
KLSE: MQTECH,MYR RM0.35,"Aug 26, 2022",90M
KLSE: MQTECH,MYR RM0.35,"Aug 26, 2022",90M
KLSE: MQTECH,MYR RM0.35,"Sep 2, 2022",53M
KLSE: MQTECH,MYR RM0.35,"Sep 2, 2022",53M
KLSE: MQTECH,MYR RM0.35,"Sep 9, 2022",16M
KLSE: MQTECH,MYR RM0.35,"Sep 9, 2022",16M
KLSE: MQTECH,MYR RM0.30,"Sep 15, 2022",17M
KLSE: MQTECH,MYR RM0.30,"Sep 15, 2022",17M
KLSE: MQTECH,MYR RM0.30,"Sep 15, 2022",17M
KLSE: MQTECH,MYR RM0.35,"Sep 23, 2022",19M
KLSE: MQTECH,MYR RM0.35,"Sep 23, 2022",19M
KLSE: MQTECH,MYR RM0.30,"Sep 30, 2022",37M
KLSE: MQTECH,MYR RM0.30,"Sep 30, 2022",37M
KLSE: MQTECH,MYR RM0.35,"Oct 7, 2022",12M
KLSE: MQTECH,MYR RM0.35,"Oct 7, 2022",12M
KLSE: MQTECH,MYR RM0.35,"Oct 7, 2022",12M
KLSE: MQTECH,MYR RM0.30,"Oct 14, 2022",7.7M
KLSE: MQTECH,MYR RM0.30,"Oct 14, 2022",7.7M
KLSE: MQTECH,MYR RM0.40,"Oct 21, 2022",39M
KLSE: MQTECH,MYR RM0.40,"Oct 21, 2022",39M
KLSE: MQTECH,MYR RM0.40,"Oct 21, 2022",39M
KLSE: MQTECH,MYR RM0.35,"Oct 28, 2022",25M
KLSE: MQTECH,MYR RM0.35,"Oct 28, 2022",25M
KLSE: MQTECH,MYR RM0.35,"Nov 4, 2022",10M
KLSE: MQTECH,MYR RM0.35,"Nov 4, 2022",10M
KLSE: MQTECH,MYR RM0.40,"Nov 11, 2022",22M
KLSE: MQTECH,MYR RM0.40,"Nov 11, 2022",22M
KLSE: MQTECH,MYR RM0.40,"Nov 11, 2022",22M
KLSE: MQTECH,MYR RM0.35,"Nov 17, 2022",28M
KLSE: MQTECH,MYR RM0.35,"Nov 17, 2022",28M
KLSE: MQTECH,MYR RM0.40,"Nov 25, 2022",72M
KLSE: MQTECH,MYR RM0.40,"Nov 25, 2022",72M
KLSE: MQTECH,MYR RM0.55,"Dec 2, 2022",683M
KLSE: MQTECH,MYR RM0.55,"Dec 2, 2022",683M
KLSE: MQTECH,MYR RM0.55,"Dec 2, 2022",683M
KLSE: MQTECH,MYR RM0.55,"Dec 9, 2022",754M
KLSE: MQTECH,MYR RM0.55,"Dec 9, 2022",754M
KLSE: MQTECH,MYR RM0.60,"Dec 16, 2022",127M
KLSE: MQTECH,MYR RM0.60,"Dec 16, 2022",127M
KLSE: MQTECH,MYR RM0.50,"Dec 23, 2022",92M
KLSE: MQTECH,MYR RM0.50,"Dec 23, 2022",92M
KLSE: MQTECH,MYR RM0.50,"Dec 23, 2022",92M
KLSE: MQTECH,MYR RM0.50,"Dec 30, 2022",42M
KLSE: MQTECH,MYR RM0.50,"Dec 30, 2022",42M
KLSE: MQTECH,MYR RM0.50,"Jan 6, 2023",34M
KLSE: MQTECH,MYR RM0.50,"Jan 6, 2023",34M
KLSE: MQTECH,MYR RM0.55,"Jan 13, 2023",31M
KLSE: MQTECH,MYR RM0.55,"Jan 13, 2023",31M
KLSE: MQTECH,MYR RM0.55,"Jan 13, 2023",31M
KLSE: MQTECH,MYR RM0.50,"Jan 20, 2023",22M
KLSE: MQTECH,MYR RM0.50,"Jan 20, 2023",22M
KLSE: MQTECH,MYR RM0.55,"Jan 27, 2023",41M
KLSE: MQTECH,MYR RM0.55,"Jan 27, 2023",41M
KLSE: MQTECH,MYR RM0.55,"Feb 3, 2023",29M
KLSE: MQTECH,MYR RM0.55,"Feb 3, 2023",29M
KLSE: MQTECH,MYR RM0.55,"Feb 3, 2023",29M
KLSE: MQTECH,MYR RM0.50,"Feb 10, 2023",20M
KLSE: MQTECH,MYR RM0.50,"Feb 10, 2023",20M
KLSE: MQTECH,MYR RM0.45,"Feb 17, 2023",10M
KLSE: MQTECH,MYR RM0.45,"Feb 17, 2023",10M
KLSE: MQTECH,MYR RM0.45,"Feb 24, 2023",8.6M
KLSE: MQTECH,MYR RM0.45,"Feb 24, 2023",8.6M
KLSE: MQTECH,MYR RM0.45,"Feb 24, 2023",8.6M
KLSE: MQTECH,MYR RM0.45,"Mar 3, 2023",31M
KLSE: MQTECH,MYR RM0.45,"Mar 3, 2023",31M
KLSE: MQTECH,MYR RM0.40,"Mar 10, 2023",31M
KLSE: MQTECH,MYR RM0.40,"Mar 10, 2023",31M
KLSE: MQTECH,MYR RM0.40,"Mar 17, 2023",10M
KLSE: MQTECH,MYR RM0.40,"Mar 17, 2023",10M
KLSE: MQTECH,MYR RM0.40,"Mar 17, 2023",10M
KLSE: MQTECH,MYR RM0.40,"Mar 24, 2023",6.6M
KLSE: MQTECH,MYR RM0.40,"Mar 24, 2023",6.6M
KLSE: MQTECH,MYR RM0.35,"Mar 31, 2023",7.5M
KLSE: MQTECH,MYR RM0.35,"Mar 31, 2023",7.5M
KLSE: MQTECH,MYR RM0.40,"Apr 7, 2023",6.6M
KLSE: MQTECH,MYR RM0.40,"Apr 7, 2023",6.6M
KLSE: MQTECH,MYR RM0.40,"Apr 7, 2023",6.6M
KLSE: MQTECH,MYR RM0.40,"Apr 14, 2023",24M
KLSE: MQTECH,MYR RM0.40,"Apr 14, 2023",24M
KLSE: MQTECH,MYR RM0.40,"Apr 20, 2023",5.7M
KLSE: MQTECH,MYR RM0.40,"Apr 20, 2023",5.7M
KLSE: MQTECH,MYR RM0.35,"Apr 28, 2023",5.8M
KLSE: MQTECH,MYR RM0.35,"Apr 28, 2023",5.8M
KLSE: MQTECH,MYR RM0.35,"Apr 28, 2023",5.8M
KLSE: MQTECH,MYR RM0.40,"May 5, 2023",8.6M
KLSE: MQTECH,MYR RM0.40,"May 5, 2023",8.6M
KLSE: MQTECH,MYR RM0.35,"May 12, 2023",7.1M
KLSE: MQTECH,MYR RM0.35,"May 12, 2023",7.1M
KLSE: MQTECH,MYR RM0.35,"May 12, 2023",7.1M
KLSE: MQTECH,MYR RM0.35,"May 19, 2023",3.2M
KLSE: MQTECH,MYR RM0.35,"May 19, 2023",3.2M
KLSE: MQTECH,MYR RM0.30,"May 26, 2023",5.8M
KLSE: MQTECH,MYR RM0.30,"May 26, 2023",5.8M
KLSE: MQTECH,MYR RM0.35,"Jun 2, 2023",9M
KLSE: MQTECH,MYR RM0.35,"Jun 2, 2023",9M
KLSE: MQTECH,MYR RM0.35,"Jun 2, 2023",9M
KLSE: MQTECH,MYR RM0.35,"Jun 9, 2023",68M
KLSE: MQTECH,MYR RM0.35,"Jun 9, 2023",68M
KLSE: MQTECH,MYR RM0.25,"Jun 16, 2023",59M
KLSE: MQTECH,MYR RM0.25,"Jun 16, 2023",59M
KLSE: MQTECH,MYR RM0.25,"Jun 23, 2023",2.6M
KLSE: MQTECH,MYR RM0.25,"Jun 23, 2023",2.6M
KLSE: MQTECH,MYR RM0.25,"Jun 23, 2023",2.6M
KLSE: MQTECH,MYR RM0.25,"Jun 30, 2023",9.7M
KLSE: MQTECH,MYR RM0.25,"Jun 30, 2023",9.7M
KLSE: MQTECH,MYR RM0.30,"Jul 7, 2023",11M
KLSE: MQTECH,MYR RM0.30,"Jul 7, 2023",11M
KLSE: MQTECH,MYR RM0.25,"Jul 14, 2023",81M
KLSE: MQTECH,MYR RM0.25,"Jul 14, 2023",81M
KLSE: MQTECH,MYR RM0.25,"Jul 14, 2023",81M
KLSE: MQTECH,MYR RM0.30,"Jul 21, 2023",35M
KLSE: MQTECH,MYR RM0.30,"Jul 21, 2023",35M
KLSE: MQTECH,MYR RM0.25,"Jul 28, 2023",4.8M
KLSE: MQTECH,MYR RM0.25,"Jul 28, 2023",4.8M
KLSE: MQTECH,MYR RM0.30,"Aug 4, 2023",6.5M
KLSE: MQTECH,MYR RM0.30,"Aug 4, 2023",6.5M
KLSE: MQTECH,MYR RM0.30,"Aug 4, 2023",6.5M
KLSE: MQTECH,MYR RM0.30,"Aug 11, 2023",6.3M
KLSE: MQTECH,MYR RM0.30,"Aug 11, 2023",6.3M
KLSE: MQTECH,MYR RM0.30,"Aug 18, 2023",6.9M
KLSE: MQTECH,MYR RM0.30,"Aug 18, 2023",6.9M
KLSE: MQTECH,MYR RM0.30,"Aug 25, 2023",2.7M
KLSE: MQTECH,MYR RM0.30,"Aug 25, 2023",2.7M
KLSE: MQTECH,MYR RM0.30,"Aug 25, 2023",2.7M
KLSE: MQTECH,MYR RM0.25,"Sep 1, 2023",37M
KLSE: MQTECH,MYR RM0.25,"Sep 1, 2023",37M
KLSE: MQTECH,MYR RM0.30,"Sep 8, 2023",71M
KLSE: MQTECH,MYR RM0.30,"Sep 8, 2023",71M
KLSE: MQTECH,MYR RM0.30,"Sep 15, 2023",115M
KLSE: MQTECH,MYR RM0.30,"Sep 15, 2023",115M
KLSE: MQTECH,MYR RM0.30,"Sep 15, 2023",115M
KLSE: MQTECH,MYR RM0.30,"Sep 22, 2023",86M
KLSE: MQTECH,MYR RM0.30,"Sep 22, 2023",86M
KLSE: MQTECH,MYR RM0.30,"Sep 29, 2023",44M
KLSE: MQTECH,MYR RM0.30,"Sep 29, 2023",44M
KLSE: MQTECH,MYR RM0.30,"Oct 6, 2023",72M
KLSE: MQTECH,MYR RM0.30,"Oct 6, 2023",72M
KLSE: MQTECH,MYR RM0.30,"Oct 6, 2023",72M
KLSE: MQTECH,MYR RM0.25,"Oct 13, 2023",59M
KLSE: MQTECH,MYR RM0.25,"Oct 13, 2023",59M
KLSE: MQTECH,MYR RM0.30,"Oct 20, 2023",4.2M
KLSE: MQTECH,MYR RM0.30,"Oct 20, 2023",4.2M
KLSE: MQTECH,MYR RM0.25,"Oct 27, 2023",67M
KLSE: MQTECH,MYR RM0.25,"Oct 27, 2023",67M
KLSE: MQTECH,MYR RM0.25,"Oct 27, 2023",67M
KLSE: MQTECH,MYR RM0.25,"Nov 3, 2023",101M
KLSE: MQTECH,MYR RM0.25,"Nov 3, 2023",101M
KLSE: MQTECH,MYR RM0.30,"Nov 10, 2023",97M
KLSE: MQTECH,MYR RM0.30,"Nov 10, 2023",97M
KLSE: MQTECH,MYR RM0.25,"Nov 17, 2023",39M
KLSE: MQTECH,MYR RM0.25,"Nov 17, 2023",39M
KLSE: MQTECH,MYR RM0.25,"Nov 17, 2023",39M
KLSE: MQTECH,MYR RM0.25,"Nov 24, 2023",31M
KLSE: MQTECH,MYR RM0.25,"Nov 24, 2023",31M
KLSE: MQTECH,MYR RM0.25,"Dec 1, 2023",94M
KLSE: MQTECH,MYR RM0.25,"Dec 1, 2023",94M
KLSE: MQTECH,MYR RM0.25,"Dec 1, 2023",94M
KLSE: MQTECH,MYR RM0.30,"Dec 8, 2023",100M
KLSE: MQTECH,MYR RM0.30,"Dec 8, 2023",100M
KLSE: MQTECH,MYR RM0.30,"Dec 15, 2023",25M
KLSE: MQTECH,MYR RM0.30,"Dec 15, 2023",25M
KLSE: MQTECH,MYR RM0.25,"Dec 22, 2023",91M
KLSE: MQTECH,MYR RM0.25,"Dec 22, 2023",91M
KLSE: MQTECH,MYR RM0.25,"Dec 22, 2023",91M
KLSE: MQTECH,MYR RM0.25,"Dec 29, 2023",25M
KLSE: MQTECH,MYR RM0.25,"Dec 29, 2023",25M
KLSE: MQTECH,MYR RM0.25,"Jan 5, 2024",58M
KLSE: MQTECH,MYR RM0.25,"Jan 5, 2024",58M
KLSE: MQTECH,MYR RM0.20,"Jan 12, 2024",153M
KLSE: MQTECH,MYR RM0.20,"Jan 12, 2024",153M
KLSE: MQTECH,MYR RM0.20,"Jan 12, 2024",153M
KLSE: MQTECH,MYR RM0.15,"Jan 19, 2024",55M
KLSE: MQTECH,MYR RM0.15,"Jan 19, 2024",55M
KLSE: MQTECH,MYR RM0.25,"Jan 26, 2024",19M
KLSE: MQTECH,MYR RM0.25,"Jan 26, 2024",19M
KLSE: MQTECH,MYR RM0.20,"Feb 2, 2024",13M
KLSE: MQTECH,MYR RM0.20,"Feb 2, 2024",13M
KLSE: MQTECH,MYR RM0.20,"Feb 2, 2024",13M
KLSE: MQTECH,MYR RM0.20,"Feb 16, 2024",17M
KLSE: MQTECH,MYR RM0.20,"Feb 16, 2024",17M
KLSE: MQTECH,MYR RM0.25,"Feb 23, 2024",21M
KLSE: MQTECH,MYR RM0.25,"Feb 23, 2024",21M
KLSE: MQTECH,MYR RM0.20,"Mar 1, 2024",10M
KLSE: MQTECH,MYR RM0.20,"Mar 1, 2024",10M
KLSE: MQTECH,MYR RM0.20,"Mar 1, 2024",10M
KLSE: MQTECH,MYR RM0.15,"Mar 8, 2024",3.2M
KLSE: MQTECH,MYR RM0.15,"Mar 8, 2024",3.2M
KLSE: MQTECH,MYR RM0.20,"Mar 15, 2024",6M
KLSE: MQTECH,MYR RM0.20,"Mar 15, 2024",6M
KLSE: MQTECH,MYR RM0.20,"Mar 22, 2024",12M
KLSE: MQTECH,MYR RM0.20,"Mar 22, 2024",12M
KLSE: MQTECH,MYR RM0.20,"Mar 22, 2024",12M
KLSE: MQTECH,MYR RM0.15,"Mar 29, 2024",4.8M
KLSE: MQTECH,MYR RM0.15,"Mar 29, 2024",4.8M
KLSE: MQTECH,MYR RM0.15,"Apr 5, 2024",7.7M
KLSE: MQTECH,MYR RM0.15,"Apr 5, 2024",7.7M
KLSE: MQTECH,MYR RM0.15,"Apr 12, 2024",4M
KLSE: MQTECH,MYR RM0.15,"Apr 12, 2024",4M
KLSE: MQTECH,MYR RM0.15,"Apr 12, 2024",4M
KLSE: MQTECH,MYR RM0.20,"Apr 19, 2024",4.9M
KLSE: MQTECH,MYR RM0.20,"Apr 19, 2024",4.9M
KLSE: MQTECH,MYR RM0.15,"Apr 26, 2024",9.4M
KLSE: MQTECH,MYR RM0.15,"Apr 26, 2024",9.4M
KLSE: MQTECH,MYR RM0.20,"May 3, 2024",1.3M
KLSE: MQTECH,MYR RM0.20,"May 3, 2024",1.3M
KLSE: MQTECH,MYR RM0.20,"May 3, 2024",1.3M
KLSE: MQTECH,MYR RM0.15,"May 10, 2024",54M
KLSE: MQTECH,MYR RM0.15,"May 10, 2024",54M
KLSE: MQTECH,MYR RM0.15,"May 17, 2024",216M
KLSE: MQTECH,MYR RM0.15,"May 17, 2024",216M
KLSE: MQTECH,MYR RM0.15,"May 24, 2024",76M
KLSE: MQTECH,MYR RM0.15,"May 24, 2024",76M
KLSE: MQTECH,MYR RM0.15,"May 24, 2024",76M
KLSE: MQTECH,MYR RM0.10,"May 31, 2024",20M
KLSE: MQTECH,MYR RM0.10,"May 31, 2024",20M
KLSE: MQTECH,MYR RM0.10,"Jun 7, 2024",52M
KLSE: MQTECH,MYR RM0.10,"Jun 7, 2024",52M
KLSE: MQTECH,MYR RM0.15,"Jun 14, 2024",102M
KLSE: MQTECH,MYR RM0.15,"Jun 14, 2024",102M
KLSE: MQTECH,MYR RM0.15,"Jun 14, 2024",102M
KLSE: MQTECH,MYR RM0.15,"Jun 21, 2024",14M
KLSE: MQTECH,MYR RM0.15,"Jun 21, 2024",14M
KLSE: MQTECH,MYR RM0.10,"Jun 28, 2024",12M
KLSE: MQTECH,MYR RM0.10,"Jun 28, 2024",12M
KLSE: MQTECH,MYR RM0.10,"Jun 28, 2024",12M
KLSE: MQTECH,MYR RM0.15,"Jul 4, 2024",2M
KLSE: MQTECH,MYR RM0.15,"Jul 4, 2024",2M
KLSE: MQTECH,MYR RM0.15,"Jul 12, 2024",8M
KLSE: MQTECH,MYR RM0.15,"Jul 12, 2024",8M
KLSE: MQTECH,MYR RM0.15,"Jul 19, 2024",5.8M
KLSE: MQTECH,MYR RM0.15,"Jul 19, 2024",5.8M
KLSE: MQTECH,MYR RM0.15,"Jul 19, 2024",5.8M
KLSE: MQTECH,MYR RM0.15,"Jul 26, 2024",72M
KLSE: MQTECH,MYR RM0.15,"Jul 26, 2024",72M
KLSE: MQTECH,MYR RM0.15,"Aug 2, 2024",21M
KLSE: MQTECH,MYR RM0.15,"Aug 2, 2024",21M
KLSE: MQTECH,MYR RM0.10,"Aug 9, 2024",70M
KLSE: MQTECH,MYR RM0.10,"Aug 9, 2024",70M
KLSE: MQTECH,MYR RM0.10,"Aug 9, 2024",70M
KLSE: MQTECH,MYR RM0.10,"Aug 16, 2024",3.2M
KLSE: MQTECH,MYR RM0.10,"Aug 16, 2024",3.2M
KLSE: MQTECH,MYR RM0.10,"Aug 23, 2024",6.5M
KLSE: MQTECH,MYR RM0.10,"Aug 23, 2024",6.5M
KLSE: MQTECH,MYR RM0.10,"Aug 30, 2024",9.4M
KLSE: MQTECH,MYR RM0.10,"Aug 30, 2024",9.4M
KLSE: MQTECH,MYR RM0.10,"Aug 30, 2024",9.4M
KLSE: MQTECH,MYR RM0.10,"Sep 6, 2024",3.1M
KLSE: MQTECH,MYR RM0.10,"Sep 6, 2024",3.1M
KLSE: MQTECH,MYR RM0.10,"Sep 13, 2024",9.7M
KLSE: MQTECH,MYR RM0.10,"Sep 13, 2024",9.7M
KLSE: MQTECH,MYR RM0.10,"Sep 20, 2024",29M
KLSE: MQTECH,MYR RM0.10,"Sep 20, 2024",29M
KLSE: MQTECH,MYR RM0.10,"Sep 20, 2024",29M
KLSE: MQTECH,MYR RM0.11,"Sep 27, 2024",45M
KLSE: MQTECH,MYR RM0.11,"Sep 27, 2024",45M
KLSE: MQTECH,MYR RM0.11,"Oct 4, 2024",10M
KLSE: MQTECH,MYR RM0.11,"Oct 4, 2024",10M
KLSE: MQTECH,MYR RM0.12,"Oct 11, 2024",8.5M
KLSE: MQTECH,MYR RM0.12,"Oct 11, 2024",8.5M
KLSE: MQTECH,MYR RM0.12,"Oct 11, 2024",8.5M
KLSE: MQTECH,MYR RM0.12,"Oct 18, 2024",12M
KLSE: MQTECH,MYR RM0.12,"Oct 18, 2024",12M
KLSE: MQTECH,MYR RM0.12,"Oct 25, 2024",36M
KLSE: MQTECH,MYR RM0.12,"Oct 25, 2024",36M
KLSE: MQTECH,MYR RM0.12,"Nov 1, 2024",29M
KLSE: MQTECH,MYR RM0.12,"Nov 1, 2024",29M
KLSE: MQTECH,MYR RM0.12,"Nov 1, 2024",29M
KLSE: MQTECH,MYR RM0.12,"Nov 8, 2024",60M
KLSE: MQTECH,MYR RM0.12,"Nov 8, 2024",60M
KLSE: MQTECH,MYR RM0.12,"Nov 15, 2024",65M
KLSE: MQTECH,MYR RM0.12,"Nov 15, 2024",65M
KLSE: MQTECH,MYR RM0.12,"Nov 22, 2024",87M
KLSE: MQTECH,MYR RM0.12,"Nov 22, 2024",87M
KLSE: MQTECH,MYR RM0.12,"Nov 22, 2024",87M
KLSE: MQTECH,MYR RM0.12,"Nov 29, 2024",19M
KLSE: MQTECH,MYR RM0.12,"Nov 29, 2024",19M
KLSE: MQTECH,MYR RM0.10,"Dec 6, 2024",6.1M
KLSE: MQTECH,MYR RM0.10,"Dec 6, 2024",6.1M
KLSE: MQTECH,MYR RM0.10,"Dec 13, 2024",2.4M
KLSE: MQTECH,MYR RM0.10,"Dec 13, 2024",2.4M
KLSE: MQTECH,MYR RM0.10,"Dec 13, 2024",2.4M
KLSE: MQTECH,MYR RM0.090,"Dec 20, 2024",5M
KLSE: MQTECH,MYR RM0.090,"Dec 20, 2024",5M
KLSE: MQTECH,MYR RM0.11,"Dec 27, 2024",7.7M
KLSE: MQTECH,MYR RM0.11,"Dec 27, 2024",7.7M
KLSE: MQTECH,MYR RM0.10,"Jan 3, 2025",5.6M
KLSE: MQTECH,MYR RM0.10,"Jan 3, 2025",5.6M
KLSE: MQTECH,MYR RM0.10,"Jan 3, 2025",5.6M
KLSE: MQTECH,MYR RM0.10,"Jan 10, 2025",6.6M
KLSE: MQTECH,MYR RM0.10,"Jan 10, 2025",6.6M
KLSE: MQTECH,MYR RM0.10,"Jan 17, 2025",1.5M
KLSE: MQTECH,MYR RM0.10,"Jan 17, 2025",1.5M
KLSE: MQTECH,MYR RM0.10,"Jan 17, 2025",1.5M
KLSE: MQTECH,MYR RM0.10,"Jan 24, 2025",6.9M
KLSE: MQTECH,MYR RM0.10,"Jan 24, 2025",6.9M
KLSE: MQTECH,MYR RM0.11,"Jan 31, 2025",2.9M
KLSE: MQTECH,MYR RM0.11,"Jan 31, 2025",2.9M
KLSE: MQTECH,MYR RM0.10,"Feb 7, 2025",7.9M
KLSE: MQTECH,MYR RM0.10,"Feb 7, 2025",7.9M
KLSE: MQTECH,MYR RM0.10,"Feb 7, 2025",7.9M
KLSE: MQTECH,MYR RM0.090,"Feb 14, 2025",20M
KLSE: MQTECH,MYR RM0.090,"Feb 14, 2025",20M
KLSE: MQTECH,MYR RM0.080,"Feb 21, 2025",7.5M
KLSE: MQTECH,MYR RM0.080,"Feb 21, 2025",7.5M
KLSE: MQTECH,MYR RM0.080,"Feb 28, 2025",4.6M
KLSE: MQTECH,MYR RM0.080,"Feb 28, 2025",4.6M
KLSE: MQTECH,MYR RM0.080,"Feb 28, 2025",4.6M
KLSE: MQTECH,MYR RM0.080,"Mar 7, 2025",2.6M
KLSE: MQTECH,MYR RM0.080,"Mar 7, 2025",2.6M
KLSE: MQTECH,MYR RM0.080,"Mar 14, 2025",13M
KLSE: MQTECH,MYR RM0.080,"Mar 14, 2025",13M
KLSE: MQTECH,MYR RM0.080,"Mar 21, 2025",20M
KLSE: MQTECH,MYR RM0.080,"Mar 21, 2025",20M
KLSE: MQTECH,MYR RM0.080,"Mar 21, 2025",20M
KLSE: MQTECH,MYR RM0.070,"Mar 28, 2025",9.4M
KLSE: MQTECH,MYR RM0.070,"Mar 28, 2025",9.4M
KLSE: MQTECH,MYR RM0.070,"Apr 4, 2025",1.3M
KLSE: MQTECH,MYR RM0.070,"Apr 4, 2025",1.3M
KLSE: MQTECH,MYR RM0.070,"Apr 11, 2025",3.6M
KLSE: MQTECH,MYR RM0.070,"Apr 11, 2025",3.6M
KLSE: MQTECH,MYR RM0.070,"Apr 11, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: MQTECH,MYR RM0.065,"Apr 18, 2025",3.6M
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,,,
KLSE: KESM,MYR RM8.24,"Apr 17, 2020",249K
KLSE: KESM,MYR RM8.24,"Apr 17, 2020",249K
KLSE: KESM,MYR RM8.06,"Apr 24, 2020",309K
KLSE: KESM,MYR RM8.09,"Apr 30, 2020",155K
KLSE: KESM,MYR RM8.09,"Apr 30, 2020",155K
KLSE: KESM,MYR RM7.95,"May 8, 2020",363K
KLSE: KESM,MYR RM7.95,"May 8, 2020",363K
KLSE: KESM,MYR RM7.93,"May 15, 2020",188K
KLSE: KESM,MYR RM7.93,"May 15, 2020",188K
KLSE: KESM,MYR RM7.93,"May 15, 2020",188K
KLSE: KESM,MYR RM7.90,"May 22, 2020",111K
KLSE: KESM,MYR RM7.90,"May 22, 2020",111K
KLSE: KESM,MYR RM7.84,"May 29, 2020",88K
KLSE: KESM,MYR RM7.84,"May 29, 2020",88K
KLSE: KESM,MYR RM7.38,"Jun 5, 2020",353K
KLSE: KESM,MYR RM7.38,"Jun 5, 2020",353K
KLSE: KESM,MYR RM7.38,"Jun 5, 2020",353K
KLSE: KESM,MYR RM7.69,"Jun 12, 2020",273K
KLSE: KESM,MYR RM7.69,"Jun 12, 2020",273K
KLSE: KESM,MYR RM7.58,"Jun 19, 2020",166K
KLSE: KESM,MYR RM7.58,"Jun 19, 2020",166K
KLSE: KESM,MYR RM7.58,"Jun 19, 2020",166K
KLSE: KESM,MYR RM7.66,"Jun 26, 2020",102K
KLSE: KESM,MYR RM7.66,"Jun 26, 2020",102K
KLSE: KESM,MYR RM7.96,"Jul 3, 2020",304K
KLSE: KESM,MYR RM7.96,"Jul 3, 2020",304K
KLSE: KESM,MYR RM8.24,"Jul 10, 2020",619K
KLSE: KESM,MYR RM8.24,"Jul 10, 2020",619K
KLSE: KESM,MYR RM8.24,"Jul 10, 2020",619K
KLSE: KESM,MYR RM8.06,"Jul 17, 2020",134K
KLSE: KESM,MYR RM8.06,"Jul 17, 2020",134K
KLSE: KESM,MYR RM8.12,"Jul 24, 2020",261K
KLSE: KESM,MYR RM8.12,"Jul 24, 2020",261K
KLSE: KESM,MYR RM8.12,"Jul 24, 2020",261K
KLSE: KESM,MYR RM8.06,"Jul 30, 2020",104K
KLSE: KESM,MYR RM8.06,"Jul 30, 2020",104K
KLSE: KESM,MYR RM8.90,"Aug 7, 2020",564K
KLSE: KESM,MYR RM8.90,"Aug 7, 2020",564K
KLSE: KESM,MYR RM8.50,"Aug 14, 2020",253K
KLSE: KESM,MYR RM8.50,"Aug 14, 2020",253K
KLSE: KESM,MYR RM8.50,"Aug 14, 2020",253K
KLSE: KESM,MYR RM8.65,"Aug 21, 2020",90K
KLSE: KESM,MYR RM8.65,"Aug 21, 2020",90K
KLSE: KESM,MYR RM8.63,"Aug 28, 2020",97K
